id,count
325,22
326,33
327,49
328,46
329,35
330,35
331,49
332,48
333,29
334,21
335,47
336,43
337,46
338,33
339,27
340,27
341,30
342,41
343,46
344,36
345,23
346,38
347,35
348,27
349,44
350,49
351,31
352,22
353,46
354,29
355,42
356,33
357,30
358,38
359,32
360,20
361,34
362,25
363,46
364,49
365,39
366,35
367,49
368,43
369,21
370,29
371,42
372,20
373,30
374,43
375,44
376,26
377,40
378,28
379,47
380,46
381,42
382,32
383,47
384,42
385,21
386,24
387,36
388,37
389,20
390,27
391,38
392,23
393,26
394,27
395,24
396,23
397,33
398,45
399,20
400,49
401,39
402,43
403,38
404,42
405,30
406,44
407,36
408,42
409,22
410,42
411,22
412,42
413,48
414,34
415,48
416,29
417,23
418,40
419,44
420,34
421,26
422,33
423,40
424,20
425,24
426,42
427,20
428,23
429,31
430,42
431,39
432,45
433,46
434,33
435,36
436,40
437,41
438,21
439,42
440,43
441,45
442,20
443,43
444,44
445,28
446,41
447,39
448,35
449,38
450,40
451,43
452,33
453,46
454,49
455,25
456,40
457,34
458,45
459,29
460,24
461,48
462,46
463,42
464,31
465,40
466,49
467,30
468,32
469,20
470,48
471,23
472,39
473,36
474,22
475,27
476,49
477,32
478,46
479,46
480,48
481,22
482,36
483,22
484,43
485,43
486,23
487,25
488,47
489,26
490,47
491,41
492,41
493,29
494,24
495,47
496,26
497,37
498,25
499,29
500,42
501,49
502,41
503,41
504,45
505,49
506,28
507,39
508,29
509,24
510,39
511,20
512,34
513,32
514,47
515,37
516,41
517,25
518,20
519,20
520,43
521,33
522,32
523,33
524,48
525,31
526,21
527,23
528,38
529,30
530,34
531,22
532,33
533,44
534,26
535,44
536,37
537,43
538,45
539,37
540,20
541,37
542,22
543,26
544,42
545,20
546,40
547,41
548,32
549,20
550,45
551,39
552,29
553,44
554,33
555,39
556,30
557,26
558,40
559,42
560,45
561,32
562,26
563,25
564,28
565,31
566,24
567,26
568,31
569,40
570,26
571,40
572,49
573,35
574,46
575,44
576,22
577,35
578,33
579,35
580,29
581,24
582,20
583,35
584,34
585,36
586,39
587,48
588,38
589,34
590,28
591,34
592,32
593,23
594,36
595,24
596,37
597,28
598,32
599,37
600,23
601,49
602,34
603,29
604,27
605,36
606,31
607,30
608,35
609,27
610,37
611,37
612,21
613,33
614,37
615,44
616,46
617,40
618,48
619,37
620,42
621,38
622,32
623,29
624,46
625,44
626,22
627,48
628,34
629,26
630,31
631,40
632,33
633,43
634,35
635,49
636,43
637,26
638,44
639,42
640,40
641,36
642,31
643,38
644,27
645,44
646,20
647,47
648,49
649,28
650,36
651,21
652,45
653,23
654,33
655,38
656,25
657,36
658,45
659,25
660,33
661,26
662,27
663,23
664,30
665,48
666,34
667,24
668,42
669,26
670,45
671,35
672,42
673,33
674,48
675,41
676,39
677,35
678,40
679,30
680,43
681,21
682,44
683,35
684,35
685,21
686,49
687,44
688,30
689,30
690,29
691,28
692,21
693,44
694,44
695,36
696,30
697,43
698,22
699,23
700,31
701,33
702,48
703,35
704,36
705,41
706,23
707,33
708,25
709,30
710,46
711,43
712,37
713,40
714,41
715,28
716,42
717,36
718,36
719,20
720,39
721,41
722,34
723,28
724,41
725,37
726,28
727,20
728,37
729,41
730,35
731,33
732,48
733,41
734,22
735,29
736,49
737,41
738,43
739,48
740,37
741,38
742,45
743,23
744,41
745,23
746,30
747,47
748,42
749,27
750,24
751,22
752,21
753,45
754,27
755,31
756,23
757,42
758,36
759,34
760,31
761,25
762,20
763,22
764,30
765,23
766,49
767,30
768,37
769,26
770,22
771,32
772,29
773,35
774,48
775,24
776,21
777,28
778,40
779,48
780,26
781,24
782,21
783,43
784,39
785,31
786,43
787,43
788,26
789,25
790,28
791,40
792,47
793,29
794,24
795,46
796,21
797,20
798,38
799,36
800,41
801,32
802,27
803,45
804,45
805,29
806,31
807,29
808,21
809,27
810,48
811,46
812,20
813,37
814,22
815,48
816,26
817,25
818,33
819,23
820,28
821,20
822,42
823,29
824,21
825,32
826,40
827,30
828,27
829,22
830,28
831,41
832,43
833,42
834,45
835,44
836,28
837,24
838,26
839,36
840,29
841,29
842,47
843,39
844,29
845,22
846,24
847,26
848,33
849,25
850,30
851,29
852,29
853,21
854,44
855,40
856,36
857,35
858,33
859,37
860,29
861,44
862,33
863,35
864,26
865,45
866,40
867,46
868,30
869,21
870,44
871,46
872,31
873,46
874,44
875,38
876,34
877,33
878,38
879,33
880,46
881,42
882,43
883,35
884,45
885,29
886,44
887,30
888,34
889,47
890,23
891,37
892,23
893,46
894,27
895,38
896,30
897,46
898,20
899,45
900,32
901,43
902,47
903,23
904,47
905,43
906,21
907,21
908,25
909,21
910,44
911,34
912,37
913,37
914,30
915,31
916,22
917,38
918,34
919,41
920,30
921,39
922,26
923,43
924,34
925,38
926,48
927,46
928,37
929,24
930,29
931,29
932,38
933,24
934,34
935,23
936,42
937,41
938,30
939,39
940,49
941,39
942,42
943,49
944,25
945,32
946,25
947,36
948,45
949,27
950,48
951,34
952,20
953,41
954,25
955,48
956,22
957,42
958,31
959,41
960,23
961,44
962,36
963,32
964,42
965,41
966,49
967,41
968,48
969,49
970,26
971,34
972,32
973,21
974,46
975,32
976,48
977,27
978,48
979,28
980,28
981,38
982,49
983,48
984,49
985,42
986,26
987,36
988,41
989,33
990,44
991,42
992,21
993,32
994,24
995,34
996,33
997,48
998,23
999,47
1000,23
1001,43
1002,22
1003,25
1004,22
1005,48
1006,27
1007,40
1008,24
1009,34
1010,46
1011,21
1012,29
1013,24
1014,21
1015,22
1016,30
1017,31
1018,22
1019,25
1020,32
1021,41
1022,24
1023,24
1024,35
1025,25
1026,47
1027,44
1028,40
1029,40
1030,34
1031,41
1032,35
1033,45
1034,34
1035,41
1036,33
1037,37
1038,39
1039,37
1040,23
1041,42
1042,23
1043,31
1044,21
1045,24
1046,32
1047,30
1048,34
1049,33
1050,27
1051,33
1052,41
1053,39
1054,34
1055,41
1056,24
1057,40
1058,24
1059,45
1060,37
1061,49
1062,36
1063,27
1064,36
1065,38
1066,44
1067,38
1068,30
1069,39
1070,22
1071,34
1072,46
1073,31
1074,47
1075,38
1076,39
1077,40
1078,25
1079,46
1080,48
1081,36
1082,21
1083,34
1084,35
1085,42
1086,48
1087,28
1088,41
1089,24
1090,28
1091,31
1092,24
1093,23
1094,46
1095,34
1096,41
1097,44
1098,29
1099,20
1100,43
1101,48
1102,39
1103,24
1104,39
1105,39
1106,22
1107,26
1108,30
1109,45
1110,30
1111,23
1112,39
1113,49
1114,39
1115,42
1116,49
1117,46
1118,31
1119,35
1120,35
1121,31
1122,42
1123,27
1124,45
1125,38
1126,34
1127,31
1128,46
1129,22
1130,26
1131,24
1132,43
1133,20
1134,38
1135,31
1136,26
1137,26
1138,39
1139,31
1140,46
1141,35
1142,37
1143,29
1144,29
1145,34
1146,21
1147,35
1148,46
1149,49
1150,45
1151,30
1152,28
1153,45
1154,34
1155,41
1156,35
1157,48
1158,48
1159,43
1160,47
1161,27
1162,34
1163,21
1164,45
1165,21
1166,49
1167,22
1168,46
1169,35
1170,47
1171,34
1172,49
1173,43
1174,33
1175,37
1176,23
1177,44
1178,40
1179,33
1180,25
1181,36
1182,34
1183,25
1184,31
1185,20
1186,32
1187,37
1188,41
1189,44
1190,37
1191,29
1192,42
1193,42
1194,29
1195,36
1196,24
1197,41
1198,24
1199,41
1200,35
1201,32
1202,48
1203,45
1204,46
1205,35
1206,29
1207,41
1208,41
1209,37
1210,27
1211,41
1212,29
1213,36
1214,36
1215,28
1216,43
1217,49
1218,31
1219,44
1220,42
1221,22
1222,37
1223,32
1224,46
1225,40
1226,32
1227,35
1228,20
1229,47
1230,46
1231,22
1232,43
1233,34
1234,37
1235,38
1236,41
1237,45
1238,45
1239,39
1240,34
1241,45
1242,40
1243,36
1244,29
1245,45
1246,45
1247,46
1248,42
1249,22
1250,22
1251,26
1252,40
1253,34
1254,21
1255,30
1256,27
1257,39
1258,30
1259,31
1260,42
1261,32
1262,36
1263,38
1264,41
1265,25
1266,38
1267,34
1268,22
1269,41
1270,29
1271,40
1272,27
1273,21
1274,34
1275,33
1276,28
1277,31
1278,25
1279,29
1280,26
1281,43
1282,24
1283,21
1284,47
1285,39
1286,35
1287,32
1288,21
1289,29
1290,47
1291,41
1292,49
1293,45
1294,21
1295,31
1296,46
1297,49
1298,36
1299,37
1300,36
1301,41
1302,22
1303,28
1304,40
1305,46
1306,44
1307,47
1308,37
1309,23
1310,22
1311,46
1312,37
1313,40
1314,35
1315,46
1316,44
1317,46
1318,40
1319,22
1320,20
1321,20
1322,24
1323,32
1324,23
1325,45
1326,43
1327,20
1328,39
1329,34
1330,48
1331,48
1332,41
1333,47
1334,47
1335,37
1336,24
1337,37
1338,21
1339,45
1340,41
1341,27
1342,42
1343,32
1344,45
1345,21
1346,48
1347,35
1348,47
1349,37
1350,20
1351,34
1352,30
1353,23
1354,37
1355,45
1356,21
1357,33
1358,32
1359,20
1360,42
1361,46
1362,32
1363,47
1364,25
1365,49
1366,24
1367,21
1368,33
1369,24
1370,27
1371,20
1372,25
1373,27
1374,42
1375,43
1376,26
1377,28
1378,31
1379,28
1380,29
1381,37
1382,40
1383,45
1384,22
1385,41
1386,49
1387,27
1388,23
1389,27
1390,45
1391,36
1392,39
1393,26
1394,32
1395,39
1396,49
1397,21
1398,41
1399,35
1400,37
1401,46
1402,33
1403,36
1404,42
1405,30
1406,47
1407,48
1408,42
1409,29
1410,44
1411,33
1412,42
1413,48
1414,36
1415,33
1416,48
1417,23
1418,44
1419,23
1420,43
1421,22
1422,40
1423,28
1424,39
1425,31
1426,43
1427,33
1428,34
1429,22
1430,39
1431,37
1432,28
1433,41
1434,21
1435,34
1436,22
1437,36
1438,46
1439,21
1440,48
1441,25
1442,42
1443,32
1444,44
1445,46
1446,22
1447,29
1448,29
1449,33
1450,40
1451,30
1452,49
1453,49
1454,39
1455,47
1456,38
1457,32
1458,45
1459,27
1460,43
1461,34
1462,34
1463,37
1464,40
1465,20
1466,47
1467,36
1468,45
1469,20
1470,45
1471,31
1472,34
1473,28
1474,38
1475,36
1476,34
1477,31
1478,36
1479,24
1480,22
1481,22
1482,49
1483,30
1484,31
1485,28
1486,27
1487,31
1488,49
1489,46
1490,33
1491,47
1492,36
1493,39
1494,32
1495,38
1496,42
1497,32
1498,21
1499,29
1500,40
1501,30
1502,21
1503,38
1504,26
1505,39
1506,23
1507,44
1508,35
1509,45
1510,24
1511,35
1512,27
1513,20
1514,42
1515,33
1516,39
1517,47
1518,39
1519,29
1520,48
1521,43
1522,34
1523,38
1524,35
1525,44
1526,31
1527,37
1528,22
1529,49
1530,30
1531,36
1532,47
1533,48
1534,28
1535,47
1536,40
1537,35
1538,37
1539,32
1540,42
1541,37
1542,25
1543,31
1544,23
1545,41
1546,22
1547,44
1548,41
1549,44
1550,28
1551,29
1552,33
1553,40
1554,38
1555,49
1556,33
1557,23
1558,30
1559,23
1560,46
1561,31
1562,21
1563,45
1564,23
1565,46
1566,27
1567,38
1568,43
1569,24
1570,36
1571,26
1572,49
1573,49
1574,21
1575,31
1576,20
1577,31
1578,48
1579,26
1580,30
1581,24
1582,44
1583,47
1584,31
1585,41
1586,30
1587,28
1588,22
1589,42
1590,48
1591,44
1592,41
1593,26
1594,22
1595,22
1596,26
1597,30
1598,32
1599,47
1600,28
1601,42
1602,28
1603,46
1604,29
1605,27
1606,40
1607,43
1608,21
1609,40
1610,21
1611,49
1612,29
1613,22
1614,43
1615,46
1616,27
1617,43
1618,35
1619,21
1620,22
1621,45
1622,35
1623,21
1624,22
1625,24
1626,46
1627,42
1628,23
1629,48
1630,32
1631,34
1632,40
1633,20
1634,22
1635,37
1636,26
1637,32
1638,46
1639,40
1640,38
1641,25
1642,47
1643,27
1644,48
1645,43
1646,45
1647,35
1648,44
1649,21
1650,39
1651,39
1652,30
1653,30
1654,31
1655,26
1656,44
1657,39
1658,48
1659,46
1660,21
1661,23
1662,43
1663,36
1664,33
1665,41
1666,39
1667,48
1668,23
1669,28
1670,42
1671,23
1672,26
1673,44
1674,39
1675,26
1676,21
1677,27
1678,22
1679,35
1680,32
1681,42
1682,34
1683,42
1684,23
1685,27
1686,37
1687,49
1688,21
1689,37
1690,38
1691,25
1692,45
1693,43
1694,34
1695,42
1696,33
1697,34
1698,43
1699,42
1700,34
1701,49
1702,29
1703,21
1704,42
1705,25
1706,35
1707,21
1708,30
1709,37
1710,38
1711,20
1712,41
1713,45
1714,28
1715,46
1716,42
1717,27
1718,38
1719,41
1720,33
1721,29
1722,39
1723,23
1724,28
1725,29
1726,37
1727,28
1728,40
1729,25
1730,44
1731,25
1732,27
1733,24
1734,37
1735,46
1736,21
1737,38
1738,37
1739,46
1740,30
1741,36
1742,23
1743,41
1744,39
1745,37
1746,44
1747,29
1748,48
1749,30
1750,40
1751,20
1752,43
1753,20
1754,39
1755,49
1756,46
1757,35
1758,30
1759,26
1760,28
1761,49
1762,25
1763,38
1764,30
1765,47
1766,42
1767,45
1768,40
1769,34
1770,22
1771,47
1772,45
1773,47
1774,41
1775,30
1776,47
1777,40
1778,46
1779,36
1780,45
1781,40
1782,26
1783,37
1784,24
1785,40
1786,29
1787,38
1788,33
1789,34
1790,24
1791,29
1792,40
1793,23
1794,44
1795,39
1796,30
1797,37
1798,42
1799,28
1800,47
1801,29
1802,49
1803,36
1804,22
1805,20
1806,42
1807,25
1808,34
1809,37
1810,49
1811,43
1812,24
1813,34
1814,42
1815,23
1816,33
1817,44
1818,48
1819,41
1820,34
1821,32
1822,30
1823,38
1824,21
1825,44
1826,29
1827,43
1828,25
1829,22
1830,22
1831,45
1832,42
1833,31
1834,32
1835,44
1836,28
1837,30
1838,22
1839,47
1840,43
1841,41
1842,36
1843,30
1844,45
1845,36
1846,22
1847,24
1848,21
1849,20
1850,36
1851,45
1852,48
1853,26
1854,47
1855,28
1856,20
1857,45
1858,37
1859,44
1860,38
1861,31
1862,46
1863,46
1864,34
1865,42
1866,48
1867,22
1868,37
1869,26
1870,49
1871,24
1872,27
1873,28
1874,44
1875,49
1876,25
1877,45
1878,31
1879,43
1880,33
1881,27
1882,20
1883,21
1884,49
1885,40
1886,21
1887,40
1888,28
1889,33
1890,20
1891,30
1892,39
1893,32
1894,42
1895,27
1896,38
1897,22
1898,26
1899,25
1900,24
1901,47
1902,22
1903,49
1904,38
1905,33
1906,41
1907,27
1908,49
1909,36
1910,45
1911,39
1912,22
1913,40
1914,31
1915,44
1916,45
1917,41
1918,37
1919,47
1920,29
1921,35
1922,22
1923,25
1924,46
1925,48
1926,32
1927,49
1928,41
1929,48
1930,28
1931,39
1932,40
1933,37
1934,27
1935,37
1936,43
1937,34
1938,27
1939,48
1940,38
1941,46
1942,21
1943,35
1944,32
1945,20
1946,38
1947,26
1948,20
1949,25
1950,33
1951,32
1952,28
1953,33
1954,38
1955,40
1956,38
1957,30
1958,34
1959,32
1960,23
1961,41
1962,20
1963,43
1964,24
1965,35
1966,31
1967,21
1968,20
1969,29
1970,26
1971,28
1972,48
1973,48
1974,35
1975,44
1976,33
1977,25
1978,41
1979,41
1980,25
1981,47
1982,20
1983,46
1984,48
1985,30
1986,30
1987,23
1988,27
1989,32
1990,39
1991,20
1992,49
1993,41
1994,25
1995,27
1996,44
1997,23
1998,33
1999,28
2000,46
